Act. Pop.,Constant,J,Length,Us,V,V2,V3,atom,energy,error,esterm,functional,spin,t,Method,Excitation
9.8818157534,1.0,0.664436177045,1.75,1.28370997124,12.743417603,13.9469905002,14.1797411395,H,-4.984700705,0.006397784332,9.8818157534,pbe,Spin: 0,7.50281598206,uks,doubles
9.9020121014,1.0,0.730531344422,1.75,1.15764781884,12.8749057912,13.9785068593,14.2191267079,H,-4.972429678,0.008771704828,9.9020121014,pbe,Spin: 0,7.22815106011,uks,doubles
8.8996832541,1.0,0.76156423763,1.75,1.1732277887,9.2762430903,11.4531711406,11.4128688054,H,-4.650352215,0.01011263338,8.8996832541,pbe,Spin: 0,8.98681854755,uks,doubles
9.8713648047,1.0,0.63461870908,1.75,1.69828161932,11.9742640754,14.0034540311,14.4750123009,H,-4.966116294,0.006702225225,9.8713648047,pbe,Spin: 0,8.49296837524,uks,doubles
9.8573834463,1.0,0.52599537442,1.75,1.7578092094,11.786499132,14.1877402407,14.0586315504,H,-4.956692481,0.008388139985,9.8573834463,pbe,Spin: 0,8.60401776708,uks,doubles
9.8575251855,1.0,0.558868033474,1.75,1.53390710964,12.4141517161,13.9667068534,14.1556187747,H,-4.930735723,0.00941417637,9.8575251855,pbe,Spin: 0,7.6123054638,uks,doubles
9.8410557462,1.0,0.541517057889,1.75,1.5721251768,12.4950227516,13.6985177988,14.1789974762,H,-4.904645421,0.0107130267,9.8410557462,pbe,Spin: 0,7.62671683369,uks,doubles
9.9294345245,1.0,1.05255201115,2.0,1.3272382703,11.1497177861,15.2841064959,14.1675236918,H,-5.123382401,0.002781625093,9.9294345245,pbe,Spin: 0,11.6131113159,uks,doubles
9.9177784038,1.0,0.421227596207,2.0,1.22425077263,12.6790466497,13.9249227347,14.3228133176,H,-4.940464369,0.007156990462,9.9177784038,pbe,Spin: 0,7.11385807051,uks,doubles
9.9038846903,1.0,0.456570033646,2.0,1.12990405904,13.0380561672,13.9641226265,13.9077711693,H,-4.963768446,0.00788053113,9.9038846903,pbe,Spin: 0,6.95523526456,uks,doubles
9.9041099902,1.0,0.40262198142,2.0,0.95353684531,13.5274951626,14.2306134498,13.5754303773,H,-4.940374536,0.006667676822,9.9041099902,pbe,Spin: 0,5.97001395671,uks,doubles
9.9147558567,1.0,0.397246212288,2.0,0.86787875177,13.535248669,14.2120990745,13.6480133712,H,-4.965506212,0.008231049822,9.9147558567,pbe,Spin: 0,5.91272834736,uks,doubles
9.9240081511,1.0,0.405267716074,2.0,0.88246240309,13.8803315726,14.1443073767,12.9068293282,H,-4.940260003,0.00738543861,9.9240081511,pbe,Spin: 0,5.64640246075,uks,doubles
8.9276457807,1.0,0.427153535096,2.0,0.91265273517,10.1869265431,11.553082695,11.1062723951,H,-4.555984536,0.006779040389,8.9276457807,pbe,Spin: 0,7.58355954441,uks,doubles
9.8744319187,1.0,0.41384411409,2.0,1.28422072253,12.8900647442,13.7977037226,14.337853218,H,-4.929273993,0.008194850673,9.8744319187,pbe,Spin: 0,7.31871474489,uks,doubles
9.9025500501,1.0,0.563720068098,2.0,1.09490542262,13.1459865432,14.0905950961,13.9432663438,H,-4.980198236,0.006886687224,9.9025500501,pbe,Spin: 0,7.19804029648,uks,doubles
9.91050472156,1.0,0.429552466258,2.0,0.90771694868,13.6052720713,14.3401543055,13.6607623928,H,-4.965211859,0.006901859307,9.91050472156,pbe,Spin: 0,6.28821343062,uks,doubles
9.88751764521,1.0,0.454789663051,2.0,1.07987853257,13.413810406,14.0690445894,14.0395851951,H,-4.917885169,0.01066825228,9.88751764521,pbe,Spin: 0,6.37059302747,uks,doubles
9.9086075272,1.0,0.408169518578,2.0,0.88007094668,13.9536670465,14.331207346,13.3245642136,H,-4.933751317,0.008539896458,9.9086075272,pbe,Spin: 0,5.84476674944,uks,doubles
8.8967348124,1.0,0.482334567349,2.0,0.93558954738,9.96779244037,11.3725726684,11.2436000444,H,-4.541964602,0.01045552678,8.8967348124,pbe,Spin: 0,7.88595642706,uks,doubles
9.9045573176,1.0,0.45645986804,2.0,1.05158875546,13.3881779959,13.8745609491,14.1657672424,H,-4.968947889,0.00728272297,9.9045573176,pbe,Spin: 0,6.91342536898,uks,doubles
9.91087226957,1.0,0.567313944016,2.0,1.04424344631,13.1309444471,13.9255046344,13.9844409316,H,-4.999710942,0.006121754212,9.91087226957,pbe,Spin: 0,7.18535650611,uks,doubles
9.9051850078,1.0,0.387661360866,2.0,1.00963877045,13.2981792104,13.9756188351,14.5679717466,H,-4.937432028,0.01105714939,9.9051850078,pbe,Spin: 0,6.32176212871,uks,doubles
9.91308956152,1.0,0.488711418779,2.0,0.89626689055,13.7209420082,14.1126737154,13.9219901584,H,-4.966754908,0.008393767986,9.91308956152,pbe,Spin: 0,6.24020691466,uks,doubles
9.92663064428,1.0,0.429986843524,2.0,0.81972380604,14.271005951,14.2319272132,13.7550391951,H,-4.886302805,0.007439384577,9.92663064428,pbe,Spin: 0,5.66378957424,uks,doubles
8.93881430118,1.0,0.465765158472,2.0,0.9609012352,10.0511715969,11.655826699,11.5020076123,H,-4.6063639,0.007835493503,8.93881430118,pbe,Spin: 0,7.91996678892,uks,doubles
9.8615672467,1.0,0.508969895028,2.0,1.31611277653,12.0982608872,14.2194089826,14.0985515361,H,-4.956439022,0.008970516126,9.8615672467,pbe,Spin: 0,8.15485046722,uks,doubles
9.869111957,1.0,0.533725009459,2.0,1.17742629085,12.7441968907,13.987789206,14.212514571,H,-4.948298869,0.007416309321,9.869111957,pbe,Spin: 0,7.8627572334,uks,doubles
9.8875495443,1.0,0.450423211836,2.0,1.1008022812,12.7611730875,13.67191734,14.5097191313,H,-4.947784916,0.008482959739,9.8875495443,pbe,Spin: 0,7.14146677789,uks,doubles
9.8951755967,1.0,0.54751050374,2.0,1.14178549728,12.8921408094,13.7527620322,14.3485677383,H,-4.940154077,0.01087442653,9.8951755967,pbe,Spin: 0,7.26951927936,uks,doubles
9.8891807676,1.0,0.499051760446,2.0,1.13247585883,13.0790323202,13.8911100895,13.8888145452,H,-4.914609503,0.01053725887,9.8891807676,pbe,Spin: 0,6.9380165297,uks,doubles
8.8926149092,1.0,0.508697208754,2.0,1.04314662274,9.49514342834,11.1727041311,11.8129081345,H,-4.545650491,0.01513100026,8.8926149092,pbe,Spin: 0,8.72682935673,uks,doubles
9.9309942956,1.0,0.6135336171,2.0,1.23113273658,12.4413681011,14.296386496,14.5430288414,H,-4.989951479,0.008954054785,9.9309942956,pbe,Spin: 0,8.51954508702,uks,doubles
9.924726671,1.0,0.719209578829,2.0,1.21673417941,12.6195868256,14.4749545152,14.1639980757,H,-5.004363111,0.00629524576,9.924726671,pbe,Spin: 0,8.43962684758,uks,doubles
9.9030358628,1.0,0.565658350848,2.0,0.96674339934,13.0440517674,14.054227883,14.2768065655,H,-4.993213374,0.004451921949,9.9030358628,pbe,Spin: 0,7.21347001762,uks,doubles
9.9266804442,1.0,0.65438545693,2.0,0.95534044051,12.943100182,14.2669552874,14.3155106748,H,-5.00255967,0.006713396067,9.9266804442,pbe,Spin: 0,7.31161565048,uks,doubles
9.9315407621,1.0,0.64715522991,2.0,0.90201544778,13.1980577588,14.0499909838,14.2200054531,H,-4.98850231,0.007577297718,9.9315407621,pbe,Spin: 0,6.98264273883,uks,doubles
8.9275470488,1.0,0.635715208888,2.0,0.91342874031,9.73599611449,11.5314937211,11.5314746246,H,-4.600036547,0.006241572947,8.9275470488,pbe,Spin: 0,8.76016998511,uks,doubles
9.9011131915,1.0,0.446940757442,2.0,1.06592183202,13.0994930236,14.106217436,14.2431626773,H,-4.97513199,0.006084206907,9.9011131915,pbe,Spin: 0,6.82765077759,uks,doubles
0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,H,0.0,0.0,0.0,pbe,Spin: 0,0.0,uks,doubles
9.9151132546,1.0,0.391832430921,2.0,0.9644242981,13.4502113926,14.1272900258,13.8174563116,H,-4.946449451,0.006170887852,9.9151132546,pbe,Spin: 0,5.94190634737,uks,doubles
9.91916569425,1.0,0.441511496511,2.0,0.93236584478,13.9520936445,14.7976574091,13.8766950253,H,-4.957328537,0.006153752341,9.91916569425,pbe,Spin: 0,5.97333970403,uks,doubles
9.9199584792,1.0,0.388572880501,2.0,0.97435286546,14.2501237227,14.7882871358,13.3715091506,H,-4.899981384,0.0140108275,9.9199584792,pbe,Spin: 0,5.60021494853,uks,doubles
8.9070889311,1.0,0.396412805542,2.0,0.95613782944,10.3020165641,11.6835358478,10.9706957374,H,-4.514885442,0.01545575728,8.9070889311,pbe,Spin: 0,7.53962125568,uks,doubles
9.90612344472,1.0,0.516883554644,2.0,1.11271368347,13.0735802,14.3015107132,14.5317822265,H,-4.957919531,0.01358167236,9.90612344472,pbe,Spin: 0,7.13244598409,uks,doubles
9.8788533166,1.0,0.374998211105,2.0,1.42690637931,12.5316440874,13.8820433068,14.2254391635,H,-4.871038835,0.01210022255,9.8788533166,pbe,Spin: 0,7.37933679595,uks,doubles
9.85328255317,1.0,0.360968869093,2.0,1.33879497195,13.4810955661,14.0800389604,13.7851053547,H,-4.829761752,0.01378517624,9.85328255317,pbe,Spin: 0,6.52843187022,uks,doubles
9.90363427651,1.0,0.456051122491,2.0,0.91512368853,13.6280978616,14.4554953718,14.2959437171,H,-4.956053203,0.01162865735,9.90363427651,pbe,Spin: 0,6.29452312502,uks,doubles
9.90719950184,1.0,0.446655135564,2.0,0.94613473989,13.7710995463,14.5098185148,14.0960080186,H,-4.92672518,0.01077662392,9.90719950184,pbe,Spin: 0,6.00932265361,uks,doubles
8.8973995396,1.0,0.464939602467,2.0,0.99181314139,9.84002671925,11.3717804264,11.5559344498,H,-4.503808273,0.01844449471,8.8973995396,pbe,Spin: 0,7.89366535231,uks,doubles
7.76865129111,1.0,0.443302563799,2.0,1.22339012328,8.26375013597,8.39541349478,8.32259222032,H,-2.436607758,0.1318903753,7.76865129111,pbe,Spin: 0,6.30299465598,uks,doubles
9.8614463385,1.0,0.353996886062,2.0,1.46635123577,12.5406671952,13.8215205895,14.208868986,H,-4.864928346,0.01022049512,9.8614463385,pbe,Spin: 0,7.43283057753,uks,doubles
9.8907863428,1.0,0.348714451843,2.0,1.22339539784,13.1447929611,14.1126797195,14.2227049087,H,-4.863720411,0.01657857553,9.8907863428,pbe,Spin: 0,6.3692277862,uks,doubles
9.90664249838,1.0,0.44272115531,2.0,0.96752303388,13.7005205588,14.3605843971,14.0914492781,H,-4.951732586,0.01294158561,9.90664249838,pbe,Spin: 0,6.29729817965,uks,doubles
9.9058289741,1.0,0.446446765223,2.0,1.00555619503,13.7131975818,14.311697398,13.9277645764,H,-4.902435971,0.0121315555,9.9058289741,pbe,Spin: 0,6.02168085479,uks,doubles
8.8912835578,1.0,0.474000701836,2.0,1.08434748847,9.98108764676,11.4867792431,11.2769604278,H,-4.497832899,0.01744108008,8.8912835578,pbe,Spin: 0,7.94736405245,uks,doubles
9.90513067017,1.0,0.725294517047,2.0,1.27027163831,12.3745293178,14.3068402458,14.3806920342,H,-4.982902828,0.01099911461,9.90513067017,pbe,Spin: 0,8.43172231219,uks,doubles
9.8797734121,1.0,0.576712270734,2.0,1.25549459278,12.553217303,13.9255376874,14.3768179777,H,-4.933278137,0.01101765298,9.8797734121,pbe,Spin: 0,8.02979719618,uks,doubles
9.8907414809,1.0,0.555788342674,2.0,1.21946123257,12.656113258,14.000594598,14.441922267,H,-4.90340285,0.01758087663,9.8907414809,pbe,Spin: 0,7.32148296851,uks,doubles
9.92753505446,1.0,0.684903756947,2.0,0.97178567002,13.2242468884,14.1551171958,14.2513485926,H,-4.992980814,0.004204098238,9.92753505446,pbe,Spin: 0,7.23795905065,uks,doubles
9.95790611104,1.0,0.633905001408,2.0,0.90139389621,13.8742934993,14.1948855133,14.0600137811,H,-4.980040844,0.01417731864,9.95790611104,pbe,Spin: 0,7.05896182016,uks,doubles
8.9008112798,1.0,0.66732902394,2.0,1.03610502824,9.4991388669,11.3459670094,11.6860921339,H,-4.495135314,0.01794261424,8.9008112798,pbe,Spin: 0,8.86505634641,uks,doubles
9.871202688,1.0,0.512174218316,2.0,1.42301623178,12.4553196692,13.947718656,14.4325023714,H,-4.916073195,0.01065852585,9.871202688,pbe,Spin: 0,8.15250530123,uks,doubles
9.8082352891,1.0,0.49169498907,2.0,1.47604809489,11.9177519799,14.1977969982,13.8315931826,H,-4.903993884,0.009586921191,9.8082352891,pbe,Spin: 0,8.21394168794,uks,doubles
9.8086458459,1.0,0.404828156455,2.0,1.37654763926,12.7426428301,13.6432921471,13.9113341547,H,-4.864407531,0.0160483206,9.8086458459,pbe,Spin: 0,7.41001221214,uks,doubles
9.9009263891,1.0,0.501885826187,2.0,1.19903628772,13.0123015583,13.9857819093,14.2583461388,H,-4.901650897,0.01233991474,9.9009263891,pbe,Spin: 0,7.17941321097,uks,doubles
9.9318872276,1.0,0.93774833426,2.25,1.2149247402,11.1993659763,15.46392534,14.0033090068,H,-5.005247179,0.009207136601,9.9318872276,pbe,Spin: 0,11.344151803,uks,doubles
9.8971852881,1.0,0.351768513257,2.25,1.03632429271,13.222967685,13.8902912564,13.693940337,H,-4.881286197,0.01627346407,9.8971852881,pbe,Spin: 0,6.72848003028,uks,doubles
9.8918794368,1.0,0.313002860243,2.25,1.01958594858,13.002204737,13.7303287743,14.1263373756,H,-4.88420338,0.01837357336,9.8918794368,pbe,Spin: 0,6.59185622047,uks,doubles
9.9189940034,1.0,0.322051784029,2.25,0.88011785155,13.9527835226,14.2751072568,13.7015193515,H,-4.889595418,0.02037145605,9.9189940034,pbe,Spin: 0,5.84190821195,uks,doubles
9.8887228695,1.0,0.285153399691,2.25,0.90327297744,13.450252828,14.1249699465,13.6787704533,H,-4.886404425,0.01749287456,9.8887228695,pbe,Spin: 0,5.6889828986,uks,doubles
9.899396655,1.0,0.299026727627,2.25,1.13171571867,13.074394887,14.1319582044,12.9616180106,H,-4.787777816,0.02448826486,9.899396655,pbe,Spin: 0,5.69643173241,uks,doubles
8.9211002655,1.0,0.389653225024,2.25,0.79876088372,10.3386858187,11.4486060409,10.8506104965,H,-4.46941153,0.0164030339,8.9211002655,pbe,Spin: 0,7.30155541384,uks,doubles
9.8957791789,1.0,0.404313926153,2.25,1.16718199149,12.5624854099,14.101484594,14.4395834619,H,-4.853989404,0.018330468,9.8957791789,pbe,Spin: 0,7.04701172101,uks,doubles
9.9112702512,1.0,0.365661283217,2.25,0.99923098102,12.8291996563,13.8315716393,14.5964555691,H,-4.904218941,0.01573729365,9.9112702512,pbe,Spin: 0,6.97712918045,uks,doubles
9.9156225106,1.0,0.335260381099,2.25,1.01428813334,12.8991823605,14.4856284899,14.1166638539,H,-4.858145448,0.02512771326,9.9156225106,pbe,Spin: 0,6.26618761104,uks,doubles
9.9053461869,1.0,0.31808466618,2.25,1.10376136809,13.2113103537,14.0779814793,14.001691681,H,-4.813550833,0.0280090393,9.9053461869,pbe,Spin: 0,6.37705367992,uks,doubles
9.9242972267,1.0,0.350367347103,2.25,0.72852733407,14.063436345,14.3702253884,14.0506569728,H,-4.932195828,0.01284796407,9.9242972267,pbe,Spin: 0,5.66249173925,uks,doubles
8.9258119115,1.0,0.413720138699,2.25,0.7739030488,10.0973371029,11.3753552478,11.5044095352,H,-4.556432833,0.02444969316,8.9258119115,pbe,Spin: 0,7.78017182955,uks,doubles
9.9056413617,1.0,0.450537154602,2.25,1.00599426001,12.8381025093,14.0502265445,14.3029784974,H,-4.904979097,0.01879670198,9.9056413617,pbe,Spin: 0,7.04547392683,uks,doubles
9.9099356362,1.0,0.399969326599,2.25,0.95100236828,12.7355195675,14.267186635,14.3237560979,H,-4.924772384,0.01640666396,9.9099356362,pbe,Spin: 0,7.06696127306,uks,doubles
9.9052311779,1.0,0.357435265804,2.25,0.97520437523,13.535968855,13.9859701904,13.9684567589,H,-4.86951724,0.02569824397,9.9052311779,pbe,Spin: 0,6.19984193026,uks,doubles
9.90990487683,1.0,0.326840373491,2.25,0.90157135827,13.6497946091,14.2743965001,14.2859308147,H,-4.882557032,0.0209550909,9.90990487683,pbe,Spin: 0,6.06329550463,uks,doubles
9.9261127331,1.0,0.387260590289,2.25,0.88462647937,13.3377713323,14.2109201361,13.8733537349,H,-4.888662796,0.01898353433,9.9261127331,pbe,Spin: 0,5.93479972252,uks,doubles
8.9180702242,1.0,0.389884556551,2.25,0.82745544776,10.0144603887,11.5921727784,11.5982977737,H,-4.483591518,0.01867021712,8.9180702242,pbe,Spin: 0,7.77320157054,uks,doubles
9.8787529399,1.0,0.440845435224,2.25,1.25701474325,12.4034265371,13.6616892866,14.6965561222,H,-4.865004768,0.01754637167,9.8787529399,pbe,Spin: 0,7.95530085115,uks,doubles
9.9180913046,1.0,0.451355558499,2.25,1.16811066852,12.4719099356,14.119580378,14.5161828285,H,-4.903729087,0.01573599683,9.9180913046,pbe,Spin: 0,8.12883356966,uks,doubles
9.9185110196,1.0,0.444763454232,2.25,1.04161781386,13.0419694441,13.911896956,14.4452516345,H,-4.887368781,0.01616795868,9.9185110196,pbe,Spin: 0,7.104286443,uks,doubles
9.90626193075,1.0,0.452876779915,2.25,1.04359269181,13.1272536085,13.9870927844,14.4654402889,H,-4.890603938,0.01497099757,9.90626193075,pbe,Spin: 0,7.18510266017,uks,doubles
9.8886501509,1.0,0.345921464738,2.25,1.16676399772,12.8225033637,13.6724789739,14.3315755532,H,-4.827831909,0.02365215679,9.8886501509,pbe,Spin: 0,6.80626129662,uks,doubles
8.9169218951,1.0,0.49311394031,2.25,0.90805090212,9.41287984274,11.4356923851,11.8714538607,H,-4.488654057,0.01647242753,8.9169218951,pbe,Spin: 0,8.63884515963,uks,doubles
9.9287114094,1.0,0.553395894397,2.25,0.94378848948,12.7918838687,14.3649354734,14.2194028761,H,-4.951883233,0.01487443776,9.9287114094,pbe,Spin: 0,7.77702623849,uks,doubles
9.94743789015,1.0,0.591435552234,2.25,1.0630432491,12.8042419443,14.3388226319,14.6338183303,H,-4.93641088,0.0192196281,9.94743789015,pbe,Spin: 0,8.49581890309,uks,doubles
9.9319713599,1.0,0.51429012265,2.25,0.79162315109,13.4936572848,14.0885282245,13.9793073662,H,-4.954101329,0.01439604468,9.9319713599,pbe,Spin: 0,6.9166683617,uks,doubles
9.90055769,1.0,0.538669154805,2.25,0.99812633412,13.0823683154,13.9194686894,14.2688695667,H,-4.8946799,0.01821934176,9.90055769,pbe,Spin: 0,7.13472964607,uks,doubles
9.9349743745,1.0,0.536571463879,2.25,0.75631488087,13.2794631538,13.7208217339,14.6184045831,H,-4.958076453,0.01213203987,9.9349743745,pbe,Spin: 0,6.77761672199,uks,doubles
8.9528529398,1.0,0.589557359026,2.25,0.83130117538,9.53358389014,11.6231944734,11.7259137043,H,-4.493510617,0.01278223204,8.9528529398,pbe,Spin: 0,8.61954089,uks,doubles
9.903493196,1.0,0.333044898844,2.25,1.06779416183,12.9730040937,13.7183605881,14.2739608426,H,-4.871082335,0.01631424153,9.903493196,pbe,Spin: 0,6.68671371155,uks,doubles
0.0,1.0,0.0,2.25,0.0,0.0,0.0,0.0,H,0.0,0.0,0.0,pbe,Spin: 0,0.0,uks,doubles
9.9229369016,1.0,0.341685960652,2.25,0.91752927591,13.3522454609,13.8931624481,13.681643882,H,-4.890673532,0.02086334922,9.9229369016,pbe,Spin: 0,5.95640614671,uks,doubles
9.9098923023,1.0,0.358100765483,2.25,0.92196803532,13.5445938278,14.1816310144,13.763485616,H,-4.884113315,0.01799769107,9.9098923023,pbe,Spin: 0,5.85079776265,uks,doubles
0.0,1.0,0.0,2.25,0.0,0.0,0.0,0.0,H,0.0,0.0,0.0,pbe,Spin: 0,0.0,uks,doubles
8.9163307687,1.0,0.346657154285,2.25,0.76486621606,10.4652881825,11.141666693,10.9476823243,H,-4.436336782,0.01741937625,8.9163307687,pbe,Spin: 0,7.26254959128,uks,doubles
9.9016894767,1.0,0.356696238831,2.25,1.08024975123,12.8893835243,14.0556594178,14.3020388326,H,-4.877310696,0.01848720173,9.9016894767,pbe,Spin: 0,7.13407707549,uks,doubles
9.8907373853,1.0,0.366547664555,2.25,1.23836694228,12.6062630344,13.8885481959,14.3157966391,H,-4.838950778,0.01976906594,9.8907373853,pbe,Spin: 0,7.09130518524,uks,doubles
9.90318207507,1.0,0.310230760624,2.25,1.0279960298,12.8995719205,14.6453710969,13.8951675747,H,-4.854275441,0.0244959674,9.90318207507,pbe,Spin: 0,6.08501208414,uks,doubles
9.91150306558,1.0,0.317347106041,2.25,0.87406492309,13.7163677739,14.2917849057,13.9013031127,H,-4.902172966,0.0181166163,9.91150306558,pbe,Spin: 0,6.07775710592,uks,doubles
9.9254764719,1.0,0.396485005335,2.25,0.83477246062,13.9610020794,14.1277463974,13.847244218,H,-4.907164023,0.01627884376,9.9254764719,pbe,Spin: 0,5.93402729876,uks,doubles
8.9167183202,1.0,0.399004117001,2.25,0.84246196968,10.0253674363,11.4486212305,11.423643727,H,-4.446931671,0.01768412281,8.9167183202,pbe,Spin: 0,7.66116787972,uks,doubles
9.9118237687,1.0,0.422200744432,2.25,0.98299097035,12.9027545601,14.0027363677,14.3058799316,H,-4.909780158,0.01684281313,9.9118237687,pbe,Spin: 0,7.03246024295,uks,doubles
0.0,1.0,0.0,2.25,0.0,0.0,0.0,0.0,H,0.0,0.0,0.0,pbe,Spin: 0,0.0,uks,doubles
9.92250755725,1.0,0.37476178493,2.25,0.8555483135,13.5743629465,14.0363272671,14.3017346858,H,-4.903002166,0.02003566106,9.92250755725,pbe,Spin: 0,6.10863982486,uks,doubles
9.900369372,1.0,0.379734089002,2.25,1.00602677575,13.2713767737,14.7542789568,13.8869741636,H,-4.849613615,0.02312228531,9.900369372,pbe,Spin: 0,6.17253934879,uks,doubles
9.9379915865,1.0,0.392963605638,2.25,0.85557755585,14.0764819623,14.5851170316,14.1530672343,H,-4.892718258,0.02058668068,9.9379915865,pbe,Spin: 0,5.89773914394,uks,doubles
8.9190894713,1.0,0.35441118639,2.25,0.80041818029,10.1285796044,11.4580522138,11.5470647187,H,-4.465557337,0.0159629683,8.9190894713,pbe,Spin: 0,7.74949737318,uks,doubles
9.9135822247,1.0,0.528274671516,2.25,1.05335243998,12.5877727285,14.2785871644,14.5213785138,H,-4.917463016,0.01638069702,9.9135822247,pbe,Spin: 0,8.02944512274,uks,doubles
9.9544041023,1.0,0.74712795084,2.5,0.93798946964,11.3094383374,15.5752656815,14.1069458313,H,-4.959259119,0.01757530434,9.9544041023,pbe,Spin: 0,10.9075668433,uks,doubles
9.9356182164,1.0,0.299629597667,2.5,0.77265285738,13.5132594695,13.9009134654,13.8544312262,H,-4.899042634,0.01864400576,9.9356182164,pbe,Spin: 0,6.48390889576,uks,doubles
9.9280602162,1.0,0.304120334196,2.5,0.8818464464,13.9708580846,14.382237857,14.0347767201,H,-4.863457535,0.02938668739,9.9280602162,pbe,Spin: 0,6.86437456366,uks,doubles
9.9409936452,1.0,0.251051789853,2.5,0.65914837254,13.7856271257,14.308026122,13.8579735806,H,-4.909291526,0.01984998581,9.9409936452,pbe,Spin: 0,5.48677015936,uks,doubles
9.9330643917,1.0,0.256197219748,2.5,0.7335489037,13.2051256056,14.2880929959,13.8776683669,H,-4.881447326,0.02618463136,9.9330643917,pbe,Spin: 0,5.53791743207,uks,doubles
0.0,1.0,0.0,2.5,0.0,0.0,0.0,0.0,H,0.0,0.0,0.0,pbe,Spin: 0,0.0,uks,doubles
8.9230432925,1.0,0.320942091794,2.5,0.82336731703,10.29844287,11.5962636839,10.7890174917,H,-4.361770203,0.02085742471,8.9230432925,pbe,Spin: 0,7.30178424737,uks,doubles
9.9102779955,1.0,0.307321406407,2.5,0.82874683269,13.0970168941,14.1123677348,14.2594843712,H,-4.876232528,0.02135015965,9.9102779955,pbe,Spin: 0,6.53054609657,uks,doubles
9.9276114068,1.0,0.3231614071,2.5,0.67894575462,13.5081135361,14.4866621953,14.0174533516,H,-4.926742721,0.01430290696,9.9276114068,pbe,Spin: 0,6.43780800315,uks,doubles
9.9357063345,1.0,0.32569259139,2.5,0.8013998104,13.2387627046,14.9478177223,13.8737761386,H,-4.87627962,0.02449308644,9.9357063345,pbe,Spin: 0,5.95820296137,uks,doubles
9.9353990648,1.0,0.286574034126,2.5,0.61432389426,13.8344898269,13.7514034846,14.439519514,H,-4.924355606,0.01754447645,9.9353990648,pbe,Spin: 0,5.60033758756,uks,doubles
9.9441067177,1.0,0.297440057688,2.5,0.64950482749,13.6065004363,14.5197612338,14.2157753551,H,-4.908828,0.02045693086,9.9441067177,pbe,Spin: 0,5.6245322326,uks,doubles
8.9367961057,1.0,0.365480716954,2.5,0.70900539159,10.1966315833,11.0725254216,12.0842567414,H,-4.434355532,0.02338443182,8.9367961057,pbe,Spin: 0,7.42191900272,uks,doubles
9.91010303103,1.0,0.242392060922,2.5,0.70872964783,13.7348412323,13.6609800683,13.5415140451,H,-4.895750094,0.02198834821,9.91010303103,pbe,Spin: 0,5.84594455847,uks,doubles
9.92274048426,1.0,0.326944351448,2.5,0.84577339637,13.2641269865,14.2948690527,14.3310365282,H,-4.880582867,0.01954660405,9.92274048426,pbe,Spin: 0,6.73219394279,uks,doubles
9.92409778899,1.0,0.328688402822,2.5,0.7294920597,13.3151937386,13.9505191586,14.7217950423,H,-4.896377789,0.02058157959,9.92409778899,pbe,Spin: 0,5.95889697774,uks,doubles
0.0,1.0,0.0,2.5,0.0,0.0,0.0,0.0,H,0.0,0.0,0.0,pbe,Spin: 0,0.0,uks,doubles
9.9373196154,1.0,0.318406749012,2.5,0.73083043586,13.834664774,14.4969939115,14.0195657116,H,-4.880727713,0.02440883941,9.9373196154,pbe,Spin: 0,5.74027078442,uks,doubles
8.9309455015,1.0,0.32715724124,2.5,0.74751379703,9.98185203925,11.5917799813,11.560650375,H,-4.439505044,0.02117015684,8.9309455015,pbe,Spin: 0,7.46528315444,uks,doubles
9.9050971034,1.0,0.447830355142,2.5,0.99369010677,12.9586921773,14.3635929555,14.2456646324,H,-4.845685077,0.02518453904,9.9050971034,pbe,Spin: 0,7.77744267163,uks,doubles
9.929878439,1.0,0.421452720711,2.5,0.71913226649,12.852699278,13.920427833,14.767969971,H,-4.934556082,0.01795854015,9.929878439,pbe,Spin: 0,7.40993006836,uks,doubles
9.9142873501,1.0,0.469027569773,2.5,0.88359405295,12.7776825085,14.2120525231,14.5038626607,H,-4.860017843,0.02493096987,9.9142873501,pbe,Spin: 0,6.88168220498,uks,doubles
9.9299812091,1.0,0.419277199393,2.5,0.75314733637,12.9490187728,14.3280361395,14.7015966553,H,-4.90446458,0.02001354175,9.9299812091,pbe,Spin: 0,6.76115338732,uks,doubles
9.9414800084,1.0,0.390737528855,2.5,0.54238746818,13.4467983316,13.9843995592,14.3799155258,H,-4.957665568,0.01061424605,9.9414800084,pbe,Spin: 0,6.19754413613,uks,doubles
8.9274135195,1.0,0.453937569224,2.5,0.71239040031,9.68350618765,11.6553240585,11.5170636883,H,-4.452278268,0.02609936234,8.9274135195,pbe,Spin: 0,8.22682469449,uks,doubles
9.908335904,1.0,0.361117600709,2.5,1.01664816525,12.6702661401,13.5737223087,14.7708555044,H,-4.839859563,0.02709906275,9.908335904,pbe,Spin: 0,7.72017000624,uks,doubles
9.9159525604,1.0,0.338451162008,2.5,0.89361964281,12.5390606603,14.4375481565,14.2513045888,H,-4.880157016,0.02110625122,9.9159525604,pbe,Spin: 0,7.54243637035,uks,doubles
9.917887972,1.0,0.30914536118,2.5,0.83673166628,13.2540008486,13.4877156812,14.3893877519,H,-4.867091628,0.02509804514,9.917887972,pbe,Spin: 0,6.72973854759,uks,doubles
